------------ Options -------------
basenet: vgg16_reducedfc.pth
batch_size: 32
cuda: True
debug: False
display_id: 1
gamma: 0.1
iterations: 130000
jaccard_threshold: 0.5
lr: 0.0001
momentum: 0.9
no_pretrain: False
num_workers: 2
phase: train
port_id: 8097
resume: None
save_folder: result/renew_ssd512_default/train
schedule: [80000, 100000, 120000]
send_images_to_visdom: False
ssd_dim: 512
start_iter: 0
version: v2
visdom: False
voc_root: /home/hongyang/data/VOCdevkit/
weight_decay: 0.0005
-------------- End ----------------
================ Training Loss (Tue Sep 12 22:55:14 2017) ================
iter 14300 || Loss: 5.2074 || time: 0.5339 sec/iter
iter 14350 || Loss: 4.8688 || time: 0.5308 sec/iter
iter 14400 || Loss: 5.0540 || time: 0.5291 sec/iter
iter 14450 || Loss: 4.6395 || time: 0.5295 sec/iter
iter 14500 || Loss: 5.0829 || time: 0.5332 sec/iter
iter 14550 || Loss: 4.3538 || time: 0.5304 sec/iter
iter 14600 || Loss: 4.7807 || time: 0.5297 sec/iter
iter 14650 || Loss: 4.5293 || time: 0.5334 sec/iter
iter 14700 || Loss: 4.6756 || time: 0.5307 sec/iter
iter 14750 || Loss: 4.9192 || time: 0.5322 sec/iter
iter 14800 || Loss: 4.3450 || time: 0.5293 sec/iter
iter 14850 || Loss: 4.1886 || time: 0.5340 sec/iter
iter 14900 || Loss: 4.7618 || time: 0.5325 sec/iter
iter 14950 || Loss: 5.0655 || time: 0.5306 sec/iter
iter 15000 || Loss: 5.0456 || time: 0.5277 sec/iter
iter 15050 || Loss: 4.7659 || time: 0.5329 sec/iter
iter 15100 || Loss: 4.9715 || time: 0.5300 sec/iter
iter 15150 || Loss: 5.0396 || time: 0.5307 sec/iter
iter 15200 || Loss: 4.9997 || time: 0.5297 sec/iter
iter 15250 || Loss: 5.0409 || time: 0.5330 sec/iter
iter 15300 || Loss: 4.5689 || time: 0.5318 sec/iter
iter 15350 || Loss: 5.1147 || time: 0.5314 sec/iter
iter 15400 || Loss: 4.6691 || time: 0.5296 sec/iter
iter 15450 || Loss: 4.7790 || time: 0.5304 sec/iter
iter 15500 || Loss: 4.4511 || time: 0.5320 sec/iter
iter 15550 || Loss: 4.5333 || time: 0.5348 sec/iter
iter 15600 || Loss: 4.9300 || time: 0.5319 sec/iter
iter 15650 || Loss: 4.2246 || time: 0.5313 sec/iter
iter 15700 || Loss: 5.2530 || time: 0.5305 sec/iter
iter 15750 || Loss: 4.4323 || time: 0.5303 sec/iter
iter 15800 || Loss: 5.2763 || time: 0.5351 sec/iter
iter 15850 || Loss: 4.8234 || time: 0.5315 sec/iter
iter 15900 || Loss: 4.8760 || time: 0.5311 sec/iter
iter 15950 || Loss: 4.7999 || time: 0.5293 sec/iter
iter 16000 || Loss: 5.0047 || time: 0.5368 sec/iter
iter 16050 || Loss: 4.7258 || time: 0.5314 sec/iter
iter 16100 || Loss: 4.4725 || time: 0.5307 sec/iter
iter 16150 || Loss: 4.6503 || time: 0.5341 sec/iter
iter 16200 || Loss: 4.4912 || time: 0.5293 sec/iter
iter 16250 || Loss: 4.3488 || time: 0.5290 sec/iter
iter 16300 || Loss: 4.5718 || time: 0.5349 sec/iter
iter 16350 || Loss: 5.0674 || time: 0.5316 sec/iter
iter 16400 || Loss: 4.2552 || time: 0.5334 sec/iter
iter 16450 || Loss: 4.8899 || time: 0.5333 sec/iter
iter 16500 || Loss: 4.7432 || time: 0.5303 sec/iter
iter 16550 || Loss: 4.6862 || time: 0.5305 sec/iter
iter 16600 || Loss: 4.2941 || time: 0.5331 sec/iter
iter 16650 || Loss: 4.3335 || time: 0.5300 sec/iter
iter 16700 || Loss: 4.7611 || time: 0.5376 sec/iter
iter 16750 || Loss: 4.8377 || time: 0.5328 sec/iter
iter 16800 || Loss: 3.9446 || time: 0.5320 sec/iter
iter 16850 || Loss: 4.2406 || time: 0.5367 sec/iter
iter 16900 || Loss: 5.0060 || time: 0.5328 sec/iter
iter 16950 || Loss: 4.3020 || time: 0.5287 sec/iter
iter 17000 || Loss: 4.6692 || time: 0.5307 sec/iter
iter 17050 || Loss: 4.0973 || time: 0.5311 sec/iter
iter 17100 || Loss: 4.8452 || time: 0.5316 sec/iter
iter 17150 || Loss: 5.2447 || time: 0.5296 sec/iter
iter 17200 || Loss: 4.6422 || time: 0.5295 sec/iter
iter 17250 || Loss: 4.8493 || time: 0.5308 sec/iter
iter 17300 || Loss: 4.6402 || time: 0.5311 sec/iter
iter 17350 || Loss: 4.4339 || time: 0.5311 sec/iter
iter 17400 || Loss: 4.1160 || time: 0.5299 sec/iter
iter 17450 || Loss: 4.8086 || time: 0.5301 sec/iter
iter 17500 || Loss: 4.4278 || time: 0.5283 sec/iter
iter 17550 || Loss: 4.2901 || time: 0.5326 sec/iter
iter 17600 || Loss: 4.7121 || time: 0.5305 sec/iter
iter 17650 || Loss: 4.4189 || time: 0.5291 sec/iter
iter 17700 || Loss: 4.8760 || time: 0.5306 sec/iter
iter 17750 || Loss: 4.4247 || time: 0.5304 sec/iter
iter 17800 || Loss: 4.5353 || time: 0.5324 sec/iter
iter 17850 || Loss: 4.3464 || time: 0.5296 sec/iter
iter 17900 || Loss: 4.6312 || time: 0.5320 sec/iter
iter 17950 || Loss: 4.6390 || time: 0.5316 sec/iter
iter 18000 || Loss: 5.1084 || time: 0.5326 sec/iter
iter 18050 || Loss: 4.6921 || time: 0.5325 sec/iter
iter 18100 || Loss: 5.4329 || time: 0.5312 sec/iter
iter 18150 || Loss: 4.8298 || time: 0.5303 sec/iter
iter 18200 || Loss: 3.9980 || time: 0.5304 sec/iter
iter 18250 || Loss: 4.2157 || time: 0.5318 sec/iter
iter 18300 || Loss: 4.4416 || time: 0.5299 sec/iter
iter 18350 || Loss: 4.2196 || time: 0.5324 sec/iter
iter 18400 || Loss: 4.1885 || time: 0.5313 sec/iter
iter 18450 || Loss: 4.1855 || time: 0.5301 sec/iter
iter 18500 || Loss: 4.2890 || time: 0.5312 sec/iter
iter 18550 || Loss: 4.7553 || time: 0.5308 sec/iter
iter 18600 || Loss: 4.3309 || time: 0.5290 sec/iter
iter 18650 || Loss: 4.1838 || time: 0.5299 sec/iter
iter 18700 || Loss: 4.6192 || time: 0.5314 sec/iter
iter 18750 || Loss: 4.9618 || time: 0.5304 sec/iter
iter 18800 || Loss: 4.6094 || time: 0.5292 sec/iter
iter 18850 || Loss: 4.5261 || time: 0.5295 sec/iter
iter 18900 || Loss: 4.7067 || time: 0.5315 sec/iter
iter 18950 || Loss: 4.6057 || time: 0.5307 sec/iter
iter 19000 || Loss: 4.6366 || time: 0.5301 sec/iter
iter 19050 || Loss: 4.2244 || time: 0.5300 sec/iter
iter 19100 || Loss: 4.6096 || time: 0.5310 sec/iter
